企业名称,经营状态,法定代表人,注册资本,成立日期,所属省份,所属城市,电话,更多电话,邮箱,统一社会信用代码,纳税人识别号,注册号,组织机构代码,参保人數,企业类型,所属行业,网址,企业地址,经营范围
庆元云学糖艺术培训有限公司,存续,陶凯云,10万元人民币,2019/8/28,浙江,丽水市,,,,91331126MA2E21K47B,91331126MA2E21K47B,,MA2E21K4-7,0,有限责任公司(自然人独资),教育,,浙江省丽水市庆元县濛洲街道兴贸路91、93、95号二楼,绘画、手工培训;少儿编程培训;组织策划文化艺术交流活动;文体用品、办公用品、电子产品销售。
潮州市塔能教育科技有限公司,在业,许立铿,25万元人民币,2018/10/23,广东,潮州市,13829080448,,,91445100MA52DRFE2C,91445100MA52DRFE2C,,MA52DRFE-2,0,有限责任公司(自然人投资或控股),教育,,潮州市枫溪区池湖村池湖路51号综合楼202室,"教育信息科技咨询,少儿积木创意拼搭,机器人操作服务、计算机编程技术服务,机器人赛事承办。"
聊城腾辉教育科技有限公司,在业,王红霞,100万元人民币,2019/10/21,山东,聊城市,,,,91371521MA3QRKH81J,91371521MA3QRKH81J,,MA3QRKH8-1,0,有限责任公司(自然人独资),教育,,山东省聊城市阳谷县博济桥办事处谷山南路23号,少儿编程软件开发服务;计算机软硬件的技术开发及销售;教学软件、计算机的技术开发、技术转让、技术咨询、技术服务;会议、展览展示服务。
邵阳极客晨星科技有限公司,存续,付玉枚,100万元人民币,2019/3/18,湖南,邵阳市,,,,91430524MA4QB58K64,91430524MA4QB58K64,,MA4QB58K-6,0,有限责任公司(自然人独资),零售业,,湖南省邵阳市隆回县朝阳路95号,计算机技术开发、技术服务、技术转让;计算机科学技术研究服务;计算机少儿编程技术指导;组织文化交流活动;承办企业形象策划;销售计算机、软件及辅助设备;
乐清市蒙开围棋培训有限公司,存续,徐靓,100万元人民币,2018/4/10,浙江,温州市,,,,91330382MA2CNNLB3A,91330382MA2CNNLB3A,,MA2CNNLB-3,0,有限责任公司(自然人独资),教育,,浙江省温州市乐清市柳市镇三里村(人民电器集团有限公司内),围棋培训;乐高机器人编程培训;亲子、少儿活动策划;文化艺术交流活动组织策划;围棋用品、机器人教具销售
乐清市奕韵坊围棋培训有限公司,存续,卢庆盛,3万元人民币,2018/6/27,浙江,温州市,,,,91330382MA2CQ7TJ2K,91330382MA2CQ7TJ2K,,MA2CQ7TJ-2,0,有限责任公司(自然人投资或控股),,,浙江省温州市乐清市虹桥镇东垟村村民委员会,围棋、音乐培训;乐高机器人编程培训;亲子、少儿活动策划;文化艺术交流活动组织策划;围棋用品、机器人教具销售。
泰安市泰山区星起点教育培训学校有限公司,在业,周媛媛,20万元人民币,2019/10/23,山东,泰安市,,,,91370902MA3QT4W25A,91370902MA3QT4W25A,,MA3QT4W2-5,0,有限责任公司(自然人投资或控股),教育,,山东省泰安市泰山区财源街军分区装饰材料城院内,中小学体育舞蹈、美术、古筝、钢琴、声乐、口才、写作;少儿编程;小学、初中英语培训。
成都金时未来教育科技有限公司,存续,陈锐,500万元人民币,2017/10/12,四川,成都市,15756545277,13880607292；,service@codkid.com,91510100MA6C4T5P67,91510100MA6C4T5P67,5.10E+14,MA6C4T5P-6,6,有限责任公司(自然人投资或控股),,https://www.codkid.com/#,中国(四川)自由贸易试验区成都高新区天府五街200号4栋A区4楼,计算机软硬件、电子科技、网络科技领域内的技术开发、技术咨询、技术转让、技术服务;教育咨询;商务咨询;网上贸易代理;电脑动画设计;图文设计;组织策划文化交流活动;设计、制作、代理、发布广告;企业形象策划;市场营销策划;企业管理咨询;销售:计算机软件及辅助设、文化用品、日用品、办公用品、电子产品、通讯设备。。
奔跑吧编程（长春）教育科技有限公司,存续,袁明,1万元人民币,2019/9/26,吉林,长春市,,,,91220102MA179P3F4F,91220102MA179P3F4F,,MA179P3F-4,0,有限责任公司(自然人投资或控股),教育,,长春市南关区东莱街信达东湾半岛A组团第1-2幢117号房,信息技术咨询服务;人工智能应用软件开发;物联网技术服务;动漫、游戏数字内容服务;应用软件开发及经营;基础软件开发及经营;计算机使用服务;教育咨询服务;游戏设计制作服务;数字动漫制作服务;软件定制开发及经营;教育辅助服务;少儿编程技术咨询服务;3D打印技术咨询服务;无人机技术咨询服务。。。
苍南奇思教育信息咨询有限公司,存续,温萌萌,5万元人民币,2019/1/24,浙江,温州市,,,,91330327MA2AQR6F6K,91330327MA2AQR6F6K,3.30E+14,MA2AQR6F-6,0,有限责任公司(自然人投资或控股),商务服务业,,浙江省温州市苍南县灵溪镇时代都市9幢店铺206-209室,教育信息咨询、乐高机器人编程咨询;亲子、少儿活动策划;文化艺术交流活动策划;玩具、机器人教具销售。
广东种子力量教育科技有限公司,在业,关龙辉,111.11万元人民币,2017/1/11,广东,广州市,18688281706,13728060075；,331800441@qq.com,91440101MA59HR6U4E,91440101MA59HR6U4E,4.40E+14,MA59HR6U-4,25,其他有限责任公司,研究和试验发展,www.codepipa.com,广州市天河区元岗横路16号1栋314-315房(仅限办公),"教学设备的研究开发;计算机技术开发、技术服务;教育咨询服务;网络信息技术推广服务;生物技术开发服务;文化推广;机械技术转让服务;电子产品设计服务;电子防伪系统技术开发、技术服务;货物进出口);网络技术的研究、开发;其他通信设备专业修理;通信设备零售;技术进出口;电子工程设计服务;策划创意服务;室内装饰设计服务;美术图案设计服务;包装装潢设计服务;计算机网络系统工程服务;电子产品批发;工艺美术品零售);文化传播;建筑工程、土木工程技术转让服务;建筑工程、土木工程技术咨询服务;生物技术推广服务;企业管理咨询服务;文化艺术咨询服务;企业形象策划服务;生物技术咨询、交流服务;文化研究;信息技术咨询服务;软件开发;商品信息咨询服务;商品批发贸易);软件服务;商品零售贸易);租赁交易咨询和担保(外商投资企业需持批文、批准证书经营);为留学人员提供创业、投资项目的信息咨询服务;心理咨询服务;人体科学的研究、开发;自然科学研究和试验发展;体育运动咨询服务;投资咨询服务;大型活动组织策划服务(大型活动指晚会、运动会、庆典、艺术和模特大赛、艺术节、电影节及公益演出、展览等,需专项审批的活动应在取得审批后方可经营);健康科学项目研究、开发;音频和视频设备租赁;场地租赁;家庭服务"
上海蓝岭教育科技有限公司,存续,顾训,100万元人民币,2017/10/17,上海,,18101893658,,,91310115MA1H9EHY81,91310115MA1H9EHY81,3.10E+14,MA1H9EHY-8,0,有限责任公司(自然人投资或控股),科技推广和应用服务业,http://www.icac100.com,浦东新区万祥镇宏祥北路83弄1-42号20幢118室,"从事教育科技领域内的技术开发、技术咨询、技术服务、技术转让,商务信息咨询、企业管理咨询,文化艺术交流活动策划,计算机软件开发。"
深圳市鸿枢教育培训有限公司,存续,徐伟华,100万元人民币,2019/7/4,广东,深圳市,,,,91440300MA5FP4GB98,91440300MA5FP4GB98,4.40E+14,MA5FP4GB-9,0,有限责任公司,教育,,深圳市南山区南头街道前海社区桃园路305号椰风海岸A栋七单元2N,"一般经营项目是:书法培训;学术培训;花艺培训;音乐培训;舞蹈培训;少儿编程;教育培训。,许可经营项目是:"
金华开发区乐达教育培训有限公司,存续,吴永年,30万元人民币,2017/2/13,浙江,金华市,13665826189,,,91330702MA28PG5T7U,91330702MA28PG5T7U,3.31E+14,MA28PG5T-7,0,有限责任公司(自然人独资),软件和信息技术服务业,,浙江省金华市婺城区东阳街987号三楼1-5(自主申报),小学数学、小学语文、小学英语、小学科学、初中数学、初中语文、初中英语和初中科学、少儿编程、书画培训
乐清市优酷儿童机器人培训有限公司,存续,黄晓增,3万元人民币,2019/11/18,浙江,温州市,,,,91330382MA2HA1DQ9T,91330382MA2HA1DQ9T,,MA2HA1DQ-9,0,有限责任公司(自然人投资或控股),教育,,浙江省温州市乐清市柳市镇伟光路50号,儿童机器人编程培训;文化艺术交流活动组织策划;亲子、少儿活动策划;提供儿童游乐服务;互联网信息服务;教育信息咨询;会议会展服务;编程技术开发、教育软件开发。
乐清市圣亚教育信息咨询有限公司,存续,郑云杰,10万元人民币,2018/5/24,浙江,温州市,0577-62567585,,,91330382MA2CPK5G5J,91330382MA2CPK5G5J,,MA2CPK5G-5,2,有限责任公司(自然人独资),商务服务业,,浙江省温州市乐清市乐成街道瑞祥路9号清河大厦101.102.103室,教育信息咨询、乐高机器人编程咨询;亲子、少儿活动组织策划;文化艺术交流活动策划;玩具、机器人教具销售。
丽水市云朵儿美术培训有限公司,存续,王芳,100万元人民币,2019/9/26,浙江,丽水市,,,,91331102MA2E25TG37,91331102MA2E25TG37,,MA2E25TG-3,0,有限责任公司(自然人独资),教育,,浙江省丽水市莲都区白云小区白云路(79号群房)北起12、13间,"开展美术、音乐、舞蹈、棋类、书法、少儿模特、少儿编程培训);户外拓展活动组织、策划,体育赛事承办。"
烟台市莱山区小艾无忧教育培训学校有限公司,在业,宋悦,50万元人民币,2019/11/14,山东,烟台市,,,,91370613MA3QYURW7X,91370613MA3QYURW7X,,MA3QYURW-7,0,有限责任公司(自然人投资或控股),教育,,山东省烟台市莱山区科技大道10007号福地隆城商业街13-301,儿童数学思维、汉语言文学、少儿编程业余培训。(有效期限以许可证为准)。
温州睿理儿童机器人培训有限公司,存续,郑亚妮,100万元人民币,2019/6/13,浙江,温州市,,,,91330382MA2AUB5EXT,91330382MA2AUB5EXT,,MA2AUB5E-X,0,有限责任公司(自然人投资或控股),教育,,浙江省乐清市北白象镇白塔王村东大街588号百佳广场502室,乐高机器人编程培训;亲子、少儿活动策划;文化艺术交流活动组织策划;玩具、机器人教具销售;模型设计、制作。
宁波意程意码教育科技有限公司,存续,孙东魁,35万元人民币,2019/6/5,浙江,宁波市,,,,91330211MA2GR4T16T,91330211MA2GR4T16T,,MA2GR4T1-6,0,有限责任公司(自然人投资或控股),教育,,浙江省宁波市镇海区蛟川街道镇宁东路1号楼7楼706,教育软件开发;少儿编程培训、计算机培训;计算机技术研发、技术转让、技术咨询;计算机系统集成;网络工程设计、施工。
平阳县榕林培训学校有限公司,存续,蔡延志,5万元人民币,2017/11/17,浙江,温州市,15888212989,,,91330326MA299PWC80,91330326MA299PWC80,3.30E+14,MA299PWC-8,0,有限责任公司(自然人投资或控股),,,浙江省温州市平阳县鳌江镇永新北路36号,器乐、新概念英语、趣味科学、少儿编程培训。(在民办学校办学许可证有效期内经营)
南京图灵艺术培训有限公司,存续,周月,30万元人民币,2019/9/30,江苏,南京市,,,,91320115MA20660G0N,91320115MA20660G0N,,MA20660G-0,0,有限责任公司(自然人独资),教育,,南京市江宁区秣陵街道湖山路369号天元吉第城02幢203,艺术培训;面向成年人开展的培训服务;组织照看放学后少年儿童;少儿编程培训;组织文化艺术交流;赛事活动策划。
西安莲湖爱以英语教育培训中心有限公司,在业,佟凌燕,150万元人民币,2018/5/18,陕西,西安市,029-88864806,,,91610104MA6UWNG20H,91610104MA6UWNG20H,,MA6UWNG2-0,0,有限责任公司(自然人投资或控股的法人独资),教育,,西安市莲湖区群贤九号街8号楼60201商铺,少儿英语、脑力开发、思维拓展、少儿编程培训;文化艺术交流活动的组织、策划;计算机网络技术的技术咨询;计算机软硬件的技术研发、技术咨询、技术服务、技术转让。
乐清火羽白音乐培训有限公司,存续,沈剑豪,1万元人民币,2019/8/9,浙江,温州市,,,,91330382MA2AWCE30P,91330382MA2AWCE30P,,MA2AWCE3-0,0,有限责任公司(自然人独资),教育,,浙江省温州市乐清市城南街道翔云西路333号悦荣府邸D26幢102室,音乐、美术、乐高机器人编程、少儿拳击、舞蹈、小主持人、表演培训;乐器、文具、玩具、工艺礼品销售。
嘉兴亿浩艺术培训有限公司,存续,王丽,200万元人民币,2018/4/3,浙江,嘉兴市,18868391836,,,91330482MA2B9R0624,91330482MA2B9R0624,,MA2B9R06-2,0,有限责任公司(自然人投资或控股),,,浙江省嘉兴市平湖市当湖街道解放西路60弄10号-1,少儿表演培训、演讲培训、主持培训、书法培训、绘画培训、舞蹈培训、乐器培训、电脑编程创作培训、机器人编程设计培训;企业形象策划;演出策划;文化艺术交流活动;教育信息咨询。
柳州极客科技有限公司,存续,陈英秀,60万元人民币,2019/7/19,广西,柳州市,,,,91450200MA5NY8055Y,91450200MA5NY8055Y,,MA5NY805-5,0,有限责任公司(自然人独资),零售业,,柳州市友谊路4号11栋友谊国际4-7号,计算机技术开发、技术服务、技术转让;计算机少儿编程技术交流;组织文化交流活动;企业形象策划;计算机、计算机软件及辅助设备、电子产品、办公用品的销售。
滁州福绘润智文化艺术咨询有限公司,存续,赵彦山,100万元人民币,2019/4/24,安徽,滁州市,,,,91341103MA2TN0RX4A,91341103MA2TN0RX4A,,MA2TN0RX-4,0,有限责任公司(自然人独资),商务服务业,,安徽省滁州市南谯区天逸华庭永乐南路412-201#号商铺,文化艺术信息咨询;美术、书法、少儿编程、音乐、乐器、舞蹈、播音培训;文化艺术交流活动策划;展览展示服务。
东湖区青少年机器人编程服务中心,在业,谭赛花,,2019/5/23,江西,南昌市,,,,92360102MA38LJ9E81,92360102MA38LJ9E81,3.60E+14,MA38LJ9E-8,0,个体工商户,商务服务业,,南昌市东湖区中山路75号3楼,少儿编程服务、人工智能机器人***服务
阜阳市昇腾教育信息咨询有限公司,存续,李鹏飞,518万元人民币,2019/6/4,安徽,阜阳市,,,,91341200MA2TRNCB3T,91341200MA2TRNCB3T,,MA2TRNCB-3,0,有限责任公司(自然人独资),商务服务业,,安徽省阜阳市颍州区程集镇程胡路3号,"教育信息咨询、商务信息咨询、企业管理信息咨询,舞蹈赛事活动组织,演出活动组织,舞台艺术创作服务,文化艺术交流活动、体育艺术交流活动策划、咨询,企业形象策划,少儿编程信息咨询、幼儿积木搭建信息咨询。"
广州旗博士科技有限公司,在业,王召福,600万元人民币,2015/5/8,广东,广州市,020-31068193,020-31056813；18903072691；,22025552@qq.com,91440113340166285Q,91440113340166285Q,4.40E+14,34016628-5,1,有限责任公司(自然人独资),研究和试验发展,www.6cit.cn,广州市番禺区小谷围街中二横路22号B103-1,"电子、通信与自动控制技术研究、开发;雕塑工艺品制造);金属工艺品制造;天然植物纤维编织工艺品制造;刺绣工艺品制造;玻璃工艺品制造;木制、塑料、皮革日用品零售;软木制品及其他木制品制造;木质装饰材料零售;人造纤维编织工艺品制造;抽纱刺绣工艺品制造;花画工艺品制造;漆器工艺品制造;茶叶作物及饮料作物批发;工艺品批发);民间工艺品制造);科技信息咨询服务;软件开发;软件服务;网络技术的研究、开发;计算机技术开发、技术服务;玩具零售;电子元器件零售;计算机批发;电子元器件批发;智能化安装工程服务;室内装饰、装修;教育咨询服务;机械配件零售;电子产品零售;信息技术咨询服务;电子设备工程安装服务;电子产品批发;计算机零配件批发;会议及展览服务;软件批发;软件零售;大型活动组织策划服务(大型活动指晚会、运动会、庆典、艺术和模特大赛、艺术节、电影节及公益演出、展览等,需专项审批的活动应在取得审批后方可经营);计算机零售;小饰物、小礼品零售;百货零售);日用杂品综合零售;文具用品零售;工艺美术品零售);互联网商品零售);时装设计服务;包装装潢设计服务;多媒体设计服务;动漫及衍生产品设计服务;"
